Sermon Title,Audio URL
My Life My Church 9 (30-10-16),https://archive.org/download/clc-2016-sermons/My%20Life%20My%20Church%209%20%2830-10-16%29.mp3
Positioning for Impartation (02-11-16),https://archive.org/download/clc-2016-sermons/Positioning%20for%20Impartation%20%2802-11-16%29.mp3
Praying The Will of God Through (28-12-16),https://archive.org/download/clc-2016-sermons/Praying%20The%20Will%20of%20God%20Through%20%2828-12-16%29.mp3
Prosperity 1 (05-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%201%20%2805-03-17%29.mp3
Prosperity 2 (08-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%202%20%2808-03-17%29.mp3
Prosperity 3 (12-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%203%20%2812-03-17%29.mp3
Prosperity 4 (15-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%204%20%2815-03-17%29.mp3
Prosperity 5 (19-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%205%20%2819-03-17%29.mp3
Prosperity 6 (22-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%206%20%2822-03-17%29.mp3
Prosperity 8 (29-03-17),https://archive.org/download/clc-2016-sermons/Prosperity%208%20%2829-03-17%29.mp3
Receiving the Thoughts of God for The Year Ahead 1 (27-11-16),https://archive.org/download/clc-2016-sermons/Receiving%20the%20Thoughts%20of%20God%20for%20The%20Year%20Ahead%201%20%2827-11-16%29.mp3
Receiving the Thoughts of God for The Year Ahead 2 (04-12-16),https://archive.org/download/clc-2016-sermons/Receiving%20the%20Thoughts%20of%20God%20for%20The%20Year%20Ahead%202%20%2804-12-16%29.mp3
Redemption 2 - Gaal (10-04-16),https://archive.org/download/clc-2016-sermons/Redemption%202%20-%20Gaal%20%2810-04-16%29.mp3
Redemption 3 - Kapal (13-04-16),https://archive.org/download/clc-2016-sermons/Redemption%203%20-%20Kapal%20%2813-04-16%29.mp3
Redemption 4 - Forgiveness of Sin (17-04-16),https://archive.org/download/clc-2016-sermons/Redemption%204%20-%20Forgiveness%20of%20Sin%20%2817-04-16%29.mp3
Redemption 5 - Righteousness Conscious Living (20-04-16),https://archive.org/download/clc-2016-sermons/Redemption%205%20-%20Righteousness%20Conscious%20Living%20%2820-04-16%29.mp3
Redemption 6 - Conversation of the Redeemed 1 (24-04-16),https://archive.org/download/clc-2016-sermons/Redemption%206%20-%20Conversation%20of%20the%20Redeemed%201%20%2824-04-16%29.mp3
Redemption 7 - Conversation of the Redeemed 2 (27-04-16),https://archive.org/download/clc-2016-sermons/Redemption%207%20-%20Conversation%20of%20the%20Redeemed%202%20%2827-04-16%29.mp3
Retreat (04-05-16),https://archive.org/download/clc-2016-sermons/Retreat%20%2804-05-16%29.mp3
Righteousness 1 (03-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%201%20%2803-07-16%29.mp3
Righteousness 10 - Awake to Righteousness 2 (03-08-16),https://archive.org/download/clc-2016-sermons/Righteousness%2010%20-%20Awake%20to%20Righteousness%202%20%2803-08-16%29.mp3
Righteousness 11 - Two Kinds of Righteous People (07-08-16),https://archive.org/download/clc-2016-sermons/Righteousness%2011%20-%20Two%20Kinds%20of%20Righteous%20People%20%2807-08-16%29.mp3
Righteousness 12 (10-08-16),https://archive.org/download/clc-2016-sermons/Righteousness%2012%20%2810-08-16%29.mp3
Righteousness 3 - Two Kinds of Righteousness (10-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%203%20-%20Two%20Kinds%20of%20Righteousness%20%2810-07-16%29.mp3
Righteousness 4 - Right Standing With God 1 (13-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%204%20-%20Right%20Standing%20With%20God%201%20%2813-07-16%29.mp3
Righteousness 5 - Right Standing with God 2 (17-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%205%20-%20Right%20Standing%20with%20God%202%20%2817-07-16%29.mp3
Righteousness 6 - Right Standing with God 3 (20-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%206%20-%20Right%20Standing%20with%20God%203%20%2820-07-16%29.mp3
Righteousness 7 - Right Standing with God 4 (24-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%207%20-%20Right%20Standing%20with%20God%204%20%2824-07-16%29.mp3
Righteousness 8 - The Responsibilities of Righteousness (27-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%208%20-%20The%20Responsibilities%20of%20Righteousness%20%2827-07-16%29.mp3
Righteousness 9 - Awake to Righteousness 1 (31-07-16),https://archive.org/download/clc-2016-sermons/Righteousness%209%20-%20Awake%20to%20Righteousness%201%20%2831-07-16%29.mp3
"The Benefits of the Sufferings, Death and Resurrection of Jesus Christ (27-03-16)",https://archive.org/download/clc-2016-sermons/The%20Benefits%20of%20the%20Sufferings%2C%20Death%20and%20Resurrection%20of%20Jesus%20Christ%20%2827-03-16%29.mp3
The Blessing is on You (13-03-16),https://archive.org/download/clc-2016-sermons/The%20Blessing%20is%20on%20You%20%2813-03-16%29.mp3
The Importance of Repetitive Hearing (01-06-16),https://archive.org/download/clc-2016-sermons/The%20Importance%20of%20Repetitive%20Hearing%20%2801-06-16%29.mp3
The Law of Marketing and Strategic Alliances (30-03-16),https://archive.org/download/clc-2016-sermons/The%20Law%20of%20Marketing%20and%20Strategic%20Alliances%20%2830-03-16%29.mp3
The Law of the Spoken Word,https://archive.org/download/clc-2016-sermons/The%20Law%20of%20the%20Spoken%20Word.mp3
The New Creation Realities (23-11-16),https://archive.org/download/clc-2016-sermons/The%20New%20Creation%20Realities%20%2823-11-16%29.mp3
The Patience of Hope 1 (02-03-16),https://archive.org/download/clc-2016-sermons/The%20Patience%20of%20Hope%201%20%2802-03-16%29.mp3
The Patience of Hope 2 (09-03-16),https://archive.org/download/clc-2016-sermons/The%20Patience%20of%20Hope%202%20%2809-03-16%29.mp3
The Patience of Hope 3 (16-03-16),https://archive.org/download/clc-2016-sermons/The%20Patience%20of%20Hope%203%20%2816-03-16%29.mp3
The Saviours Indeed (25-12-16),https://archive.org/download/clc-2016-sermons/The%20Saviours%20Indeed%20%2825-12-16%29.mp3
The Vessels of His Grace (06-11-16),https://archive.org/download/clc-2016-sermons/The%20Vessels%20of%20His%20Grace%20%2806-11-16%29.mp3
The Wisdom of God (04-12-16),https://archive.org/download/clc-2016-sermons/The%20Wisdom%20of%20God%20%2804-12-16%29.mp3
Understanding The Basis of Confession,https://archive.org/download/clc-2016-sermons/Understanding%20The%20Basis%20of%20Confession.mp3
What are You Seeing (03-02-16),https://archive.org/download/clc-2016-sermons/What%20are%20You%20Seeing%20%2803-02-16%29.mp3
